Subject,Body,Unnamed: 2,Unnamed: 3,subject_length,body_length,subject_word_count,body_word_count,subject_unique_word_count,body_unique_word_count,subject_special_char_count,body_special_char_count,subject_keyword_free,body_keyword_free,subject_keyword_win,body_keyword_win,subject_keyword_winner,body_keyword_winner,subject_keyword_prize,body_keyword_prize,subject_keyword_click_here,body_keyword_click_here,subject_keyword_limited_time,body_keyword_limited_time,subject_keyword_offer,body_keyword_offer,subject_keyword_buy_now,body_keyword_buy_now,subject_keyword_congratulations,body_keyword_congratulations,subject_keyword_urgent,body_keyword_urgent,subject_keyword_money,body_keyword_money,subject_keyword_cash,body_keyword_cash,subject_keyword_reward,body_keyword_reward,subject_keyword_claim,body_keyword_claim,subject_keyword_gift,body_keyword_gift
outlook message center review incoming mails,notice message sent outside university victoria email system please cautious links sensitive information dear user delivery 6 new emails inbox prevented 27062022 120000 utc review 6 emails choose happens messages deleted server 24 hours please review 6 undelivered messages herehttps2802etdsecurefirstacce02godaddysitescom thank account security team c 2022 call send sms add skype youll need skype creditfree via skype call send sms add skype youll need skype creditfree via skype call send sms add skype youll need skype creditfree via skype,,,44,543,6,79,6,49,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outlook message center review incoming mails,notice message sent outside university victoria email system please cautious links sensitive information dear user delivery 6 new emails inbox prevented 27062022 120000 utc review 6 emails choose happens messages deleted server 24 hours please review 6 undelivered messages herehttpsgbsetupfirstaccess0egodaddysitescom thank account security team c 2022,,,44,353,6,46,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uvicca warning alumcooruvicca email account almost full,security notification uvicca keep email account safe recommend add recovery email mobile number new security measure email alumcoor hidden safety recovery email number none yet follow link add recovery email phone number use security option tools httpsuvicca2083gotapprecoveryoptionsalumcoorhttps626525selcdnruverieidrouncubehtmlalumcooruvicca system generated notice 2762022 33858 disable security options warning type notification uvicca interface httpsuvicca2083got appsecurityinfo optoinshttps626525selcdnrudfvbfgnnghfbdscdvdffgbfdgbghnbfdindexhtmlalumcooruvicca however add recovery email mobile numberuvicca support wouldnt held responsible future damages reply automated message copyright 2022 uvicca administrator,,,55,721,7,72,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
email admin notification,notice message sent outside university victoria email system claiming uvic please cautious links attachments sensitive information notice message sent outside university victoria email system please cautious links sensitive information dear execproguvicca recent request deactivate email processed shortlyif request made accident knowledge required cancel request cancel deactivation request httpsfirebasestoragegoogleapiscomv0bval2006geappspotcomo5c5cval20062findex2valhtmlaltmediatoken26934b1b271243218f2d71c36eca0f80execproguvicca however cancel request account deactivated email data lost note please take action email within 24 hours receiving notice avoid email service interruption esi sincerely email administrator,,,24,722,3,74,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
reply,selected receive 73 million dollar funds 730000000 contact email address davidduffy210gmailcommailtodavidduffy210gmailcom info,,,5,126,1,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam probably incoming message delayed,httpsci6googleusercontentcomproxywy4kvxvebbm5hy0np_ytq_p_lqgefw4scosod7uyfztydmu7uzajn619dkfa4lxlxph0u6out2xj3aivfuqkxdd3cg6rup5gvi1p_cq25qiu6kon00hgpebfg5fxj5movyzhbazjcrwhecmmqrmijzh2gsirge1x_0ifzlcnjykyp3q9qo1hyrtkgylubakiyii9wycs0de1fthttpsencryptedtbn0gstaticcomimagesqtbnand9gcskxocpzvmhmplw_ayu_mmh2zim9botwvhtko1xxtnwf44kvzgd0cff3xsrwrlftlhm8usqpcau hello anthtwo due error imap pop configuration anthtwouvicca incoming messages pending email server avoid losing important messages please click herehttpsfirebasestoragegoogleapiscomv0bjis2306geappspotcomo5c5cjis2306ge2findex2jishtmlaltmediatoken900a2d882e784588a9e7eb95fa8a41e2anthtwouvicca log uvicca server automatically fix error download pending messages uvicca mail support team,,,38,742,5,34,5,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawsonj funds available,inform working towards eradication fraudsters scammers africa help organization african unity oau united nations un european union eu fbi able track scam artist various parts african countries includes nigeria republic benin ghana senegal ivory coast kenya government custody appear international criminal court icc soon justice course investigation able recovered funds scammers imf organization ordered funds recovered shared among 10 lucky people listed around world compensation notice directed email address found one scammers file computer harddisk investigation still going maybe scammed therefore compensated sum 850000 transfered bank account peoples choice credit union issued online access bank bank transfers bank choice funds exhausted since email address among lucky beneficiaries receive compensation funds arranged payment paid via peoples choice credit union also fill listed details confirmation 1 full name 2 full address 3 cellmobile number 4 occupation 5 marital statues attn swift response highly required john mills,,,23,1038,3,144,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00566519 facebook account recovery code,notice message sent outside university victoria email system please cautious links sensitive information received request reset facebook password httpsstaticxxfbcdnnetrsrcphpv3ynrik2glzq8_6bpng hi ian received request reset facebook password enter following password reset code 00566519 alternatively directly change password httpswwwfacebookcomrecovercoden00566519s23exp_localevi_vncuidayhemapbs59pyfwwdd9uliylniv1tduzgewwiumy4yhs39vyplosmmi8yg2fgrmqai_yz3wgfpdm6zxhs_ve5dcoredirect_frombutton httpswwwfacebookcomrecovercoden00566519s23exp_localevi_vncuidayhemapbs59pyfwwdd9uliylniv1tduzgewwiumy4yhs39vyplosmmi8yg2fgrmqai_yz3wgfpdm6zxhs_ve5dcoredirect_frombutton change password didnt request change didnt request new password let us knowhttpswwwfacebookcomloginrecovercanceln00566519id586944043im_touch message sent irobertsuviccamailtoirobertsuvicca request meta platforms inc attention community support 1 facebook way menlo park ca 94025,,,39,942,5,67,5,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
update account,netflix httpsservicecustmerhelpb23452ingressdaribowewplivewpincludesmyaccount update current billing information unfortunately unable approve payment next subscription cycle financial institutions rejected monthly charges netflix cannot receive payment resolve issue please update payment information pressing button httpsitssslcom1o3or try payment information please visit help center info contact us netflix httpsservicecustmerhelpb23452ingressdaribowewplivewpincludesmyaccount questions call 0078033212130 netflix international bv terms use privacy help centre message emailed netflix src odsbwzfe_83659575_enushttpsservicecustmerhelpb23452ingressdaribowewplivewpincludesmyaccount,,,14,683,2,59,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helpdeskuvicca queued 6232022 110219 pm,email messages queued pending delivery email validated required verify email helpdeskuvicca restore normal email delivery fix issue verify email nowhttpsrbgywaaosrhelpdeskuvicca noreply uvicca 3 message action required pending high priority,,,39,240,5,29,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attention unusual signin activity,uviccahttptoshniwalsensorscom account unusual signin activity detected something unusual recent signin abuseuviccamailtosalestoshniwalsensorscom account signin details countryregion iran ip address 19716810041 date 6152022 532 pm gmt platform ios browser please go recent activity page let us know whether wasnt well help secure account well trust similar activity future review recent activityhttpsagroteknologiumpacidwpcontentxdcfvgfixed0indexphpuserabuseuvicca opt change receive security notifications click herehttpsagroteknologiumpacidwpcontentxdcfvgfixed0indexphpuserabuseuvicca thanks uvicca account team,,,33,612,4,60,4,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helpdeskuvicca 4 pending messages inbox,blocked incoming messages following messages held waiting list 4 new messages email quarantinedate 6232022 93224 user helpdeskuvicca click release release messages inbox folder deliver messageshttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca httptimelendersnetfamilycgibinupdateupdatehtml quarantined email recipient subject date releasehttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca helpdeskuvicca fwd swift copyhttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca 6232022 93224 releasehttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca helpdeskuvicca purchase order httpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca 6232022 93224 releasehttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca helpdeskuvicca re quotationhttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca 6232022 93224 releasehttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca helpdeskuvicca re proforma invoicehttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca 6232022 93224 deliver messages 4httpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca20rel note message sent system notification please reply message lands spam folder please move inbox folder proper integration click herehttpslapostefrteeshirtimprimefrhomemicrosoftindexphpuserhelpdeskuvicca ________________________________,,,39,1452,5,81,5,52,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mailbox version release voice messaging feature enabled,notice message sent outside university victoria email system please cautious links sensitive information new version mailbox released user gsagert domain uvicca using old outdated version uvicca mailbox 6 new voice messages waiting new mailbox kindly use button request migrate newest version webmail version 24 2022 retrieve received voice messages 6 pending emails 6 retrieved inbox request update httpsstorageapifleekco32ba18ab0c7c49078a18b95b0247a74fbucketergthyindexhtmlgsagertuvicca request new version privacy statementhttpgooglecom email encryption powered uvicca unsubscribehttpsmailchimpcomengbhelptheunsubscribemergetagbefore_you_start uvicca corporation,,,55,665,7,70,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected unpaid package,notice message sent outside university victoria email system please cautious links sensitive information httpsmcusercontentcom1b92810014ace88821fdfbac1imagesebe3d4c9a2cccf409b35dc6d9d9957a8png unpaid package hello package received facility delivered within days meantime please pay delivery cost 0299 via payment featureto process request make ready delivered within days arrival notice status shipment arrived class package services confirm paymenthttpsupportpostca thanks choosing us canada post httpsmcusercontentcom1b92810014ace88821fdfbac1images80b81d1a413b2feb5cf26853990d3c63jpg notice pay either returned sender seized customs auctioned canada post corporation,,,29,668,4,66,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected email verification update avoid shut,notification hi anthtwouvicca email require verification avoid shutdown due system upgrade rectify view pending messages mail saverhttpsproddlzwqfn3dv685amplifyappcomanthtwouvicca source anthtwouvicca support,,,51,208,7,20,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
email shutdown notice 22062022 helpdeskuvicca,email support closing old versions nonactive users 6222022 please validate email address helpdeskuvicca keep account deactivated follow link validate https validaterequestemail helpdeskuvicca tokene43wr4t855https8c7i9ragdsendibm3commkclfy9p3okfvxtufi5bbuko7742jlc0s3bev_btximvrezwukxc_qbh3arxosbjquiv5kuubmhu5dy4tgq0lgk1r36tojvlwfogkdxjzvnmqmcew8kwpz28tulb_szplq5tpvcnjkchsk_4eun2xxsnp7sof31m1ludnfj0yqpjoid3h736nbcqzlg5ty7iwfigkdw5_f4rygd3lsjqieea7vvkkeuk4pgwqawciwaa_fc4rozbwboqpvovzvv04y1rpdxlvlqpidpikqa62lxvbpexbgzv9qwx3bg4viuzecyxq account automatically deleted 6212022 change frequency notifications within mailbox portal wish unsubscribe newsletter click herehttps8c7i9ragdsendibm3commkund1dcjnr5dqdjgahkwooty5ju8kyudopqhngt6x7ugepfqmkruemqirsgd5cpalbfooyxqksagxhgcttwwi21swfvcjnjh6wc6vrosjgtgxkd6kffqi_h0kvo53yeaind0yksayu7ypptvoylwyxwcfue0dipdxfuh,,,45,857,5,38,5,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salary increase notification,notice message sent outside university victoria email system please cautious links sensitive information dear sequel last week notification find enclosed hereunder letter summarizing 1689 percent salary increase starting 21st june 2022 documents enclosed hereunder note access needed go salary increment letter initial access salary payroll amp employee relations,,,28,363,3,48,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exchange mailbox moved june 22 2022,university systems clearihue building room a037 2507217687 helpdeskuviccamailtohekpdeskuvicca uviccasystems june 21 2022 uvic open hub university systems re exchange mailbox migrated june 22 2022 upgrading exchange email server order better serve uvic faculty staff receiving message openuvicca mailbox scheduled migrated exchange 2016 early morning june 22 2022 migration scheduled 2 6am pacific standard time brief disruption email last minutes migration receive email confirming mailbox migration finished email clients use may prompt restart due changes university systems recommends begin work day june 22 2022 restarting computer refresh email clients settings learn exchange upgrade reading email upgrade feature expect exchange 2016httpwwwuviccasystemsstatusfeaturesexchange2016_migrationphp questions would like verify authenticity message please contact computer help desk 2507217687 helpdeskuviccamailtohelpdeskuvicca,,,35,928,6,112,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022 final email confirmation uvicca,notice message sent outside university victoria email system please cautious links sensitive information noticed adms1uvicca disconnected sending receiving mails urge reconfirm account still active uvicca officially unlock default settings reconfirm account httpslsznyxaaaaaaaadqcspacaiicfleekcoclientid5b5bemail5d5d confirmation complete mailbox work effectively copyright 2022 rights reserved,,,36,394,5,41,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689 salary increase letter 20th june 2022,dear sequel last week notification find enclosed hereunder letter summarizing 1689 percent salary increase starting 20th june 2022 documents enclosed hereunder note access needed go salary increment letter initial access salary payroll amp employee relations,,,42,258,7,35,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,notice message sent outside university victoria email system please cautious links sensitive information available quick task sent mobile phone,,,0,143,0,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helpdesk verify,message trusted server dear helpdesk due new updates server email helpdeskuvicca stop sending receiving emails verified within 24hrs keep account us kindly verify verifyhttps000a0s0x00h0h0h0h0h0hh0h0hpagesdevcerindexautheticateagvscgrlc2tadxzpyy5jyq 2022 uvicca administrator service rights reserved,,,15,299,2,30,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
updating email password,dear helpdeskuvicca password expires today tuesday 21 june 2022 use current password keep passwordhttpsapiviglinkcomapiclickqofzgwtrqmboyiukisjgout687474703avxvuwehrnz2e6264317a2e7362732fqgcouuz23yudwc2nhumxjmnrbzfhacfl5nwpzut09om9uendnbgh3a2ykeyfd5de1d096b38be9fffd6ddc1948df4f,,,23,278,3,14,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant loan,dear sirmadam hong kong monetary authority hkma subsidiary natwest bank offer private business commercial personal loan minimal annual interest rates low 05 within 1year 50years repayment duration period part world give loans within range 5000000 pounds 10000000000 pounds loans well insured maximum security priority interested persons contact via email hkmacommonwthcom tel 44 7448282420 fax 44 7448282420 borrowers information names country address age personal number occupation sex monthly income amount needed loan duration brief description individual anticipate earliest response regard regards mr wu wang fat executive director hong kong monetary authority hkma,,,10,670,2,91,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ict helpdesk,attention email user department notice mistakenly requested outlook email account deactivated know make request still using outlook email account kindly cancel click cancel deactivationhttpshpnait000webhostappcomoutlook20web20app202html email deactivated next 24 hours new web page 2022 web administrator rights reserved,,,12,320,2,37,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
action required bicouvicca,cpanel hello bicouvicca email rejected incoming messages due technical error mail server retrieve messages httpscasulonoarcombrnnsdbicouvicca,,,26,141,3,15,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
webmail servertimeoutaction required,message uvicca registrar theres error mail server hinder mail delivery error occured past 24hours email helpdeskuvicca regard 8 emails could delivered stucked server kindly confirm active session using link login validate email clear error clear errorhttpsgeionthahjdhna5webappdfghjkfghjugahaahtmlhelpdeskuvicca email sent helpdeskuvicca contains important information account previously unsubscribed identity guard marketing emails longer receive special oﬀers continue receive emails concerning account believe received email error please forward customer care team uvicca never ask personal information email respect privacyhttpemailserviceidentityguardcomcejxljcfugzaqrl8gbicz9trm4epttfi_w6wxwilgbe4k_r6k10pzgi1g76wgadpbswafnxkaaiaibdeaz5s1_d3ee3c3lsqow7ex0lcsuk1sdmnz9xts_lrz4ehwfrqeznvblsb8ao2bs3kdtws5hl2y5kf1twfsvu23_qtw95etrfzzdxplpewxrlufrznp687uxysf7_vgsumgrfcg0_kfdjejaktoceu2beodsicwy8m9gmcmwhnjrfgufb006 longer wish receive marketing emails identity guard may unsubscribehttpemailserviceidentityguardcomcejxlumluwjaq_zrklsgeexxzyafikxoieyifcgwnglkgyerh6tepvsqnnis782bxeqegiry5ucakgwqabahpsnfbgrffajyqbb5efneyd1ox07b1bk7eodf7unnjtvjh59zzeyiqwwjlc2kbkscm5uzyrxlyddu8rp3t4iti9gf69xwvae2v677rxfwevznfyiqww47p6_vzvcpf_yts10fsqkroeqzrccmkjbvndtfdlcna9omh1jaooazp4ye076wv4opcra1_5wnpv6ofusan8i3_ttscrnqphmaomnva27hicx_zhb5pv7u7gytl_gl1rnfyfd5nvlyvem2kxsfnglr1gqiargyck5qaoca100r_aph5dji time 2021 helpdeskuvicca inc,,,36,1422,3,88,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
action required icloud storage full,hello icloud storage full youve exceeded storage plan photos documents contacts device data longer backing icloud icloud drive icloudenabled apps updating across devices continue using icloud services need upgrade icloud storage planhttpsraulgomezarquitectocommanageidserviceemail reduce amount storage using upgrade 50 gb freehttpsraulgomezarquitectocommanageidserviceemail icloud team,,,35,386,5,42,5,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
action required icloud storage full,notice message sent outside university victoria email system please cautious links sensitive information hello icloud storage full youve exceeded storage plan photos documents contacts device data longer backing icloud icloud drive icloudenabled apps updating across devices continue using icloud services need upgrade icloud storage planhttpsraulgomezarquitectocommanageidserviceemail reduce amount storage using upgrade 50 gb freehttpsraulgomezarquitectocommanageidserviceemail icloud team,,,35,491,5,55,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
action required icloud storage full,hello icloud storage full youve exceeded storage plan photos documents contacts device data longer backing icloud icloud drive icloudenabled apps updating across devices continue using icloud services need upgrade icloud storage planhttpsraulgomezarquitectocommanageidserviceemail reduce amount storage using upgrade 50 gb freehttpsraulgomezarquitectocommanageidserviceemail icloud team,,,35,386,5,42,5,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
three incoming messages hold,uvicca registry date1862022 messages hold kindly reactivate account access incoming messages activation expires 1hours domain blocked reactivate account herehttpsrg00lu3o9s68p236cgka0bfhp1e7pvqnlkpe8f8trclqds9bv2a7degsiaskynethelpdeskuvicca account information email helpdeskuvicca intranet domainuvicca registry team date1762022 uvicca registry rights reserved 2022,,,28,366,4,33,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 incoming messages hold,uvicca registry date1762022 incoming messages placed hold kindly reactivate account access incoming messages activation expires 2hours domain blocked reactivate account herehttpsrg00lu3o9s68p236cgka0bfhp1e7pvqnlkpe8f8trclqds9bv2a7degsiaskynethelpdeskuvicca account information email helpdeskuvicca intranet domainuvicca registry team date1762022 uvicca registry rights reserved 2022,,,24,382,4,35,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
important abuseuvicca pending incoming emails,dear abuse pending messages server kindly authenticate abuseuvicca account access hold messages activation expires 12hours 6172022 74513 pm domain uvicca blocked authenticate account herehttpsflathill3716onfleekcoemailabuseuvicca registry team uvicca,,,45,250,5,27,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alert administrator action require,notice message sent outside university victoria email system please cautious links sensitive information attn faculty staff part annual ittech tradition department needs revalidate faculty staff directory outlook login details please see link treat urgent process take minute click system upgrade formhttpsrevendaapirubberstickycombrfilehtmlnousrreferrerblank ps compulsory everyone melissa biello technology integration specialist,,,34,431,4,49,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
re job postings indigenous research administrative assistant positions,notice message sent outside university victoria email system please cautious links sensitive information greeting read list required documents one doc httpsdrivegooglecomucexportdownloadampid1dehnzqaxmw4jc0m0wmclws7awgkg9mampconfirmt file password e98346 position 1 presidents chair administrative assistant 05 fte faculty education seeking administrative assistant provide support dr onowa mcivor presidents chair pc indigenous education faculty education role first point contact internal external stakeholders relation pc administrative assistant provide support coordination delivery administrative processes pc information apply position visit position 2 administrative assistant 05 fte eeking administrative assistant provide administrative support neolew project one mind one people sshrc researchfunded partnership grant led dr onowa mcivor department indigenous education role first point contact internal external stakeholders related neolew project administrative assistant provide support coordination delivery administrative processes project well providing onboarding new administrative research personnel hired project reporting neolew projects manager would join warm welcoming environment within neolew project full job description information position please visit apply position please send resumecv 1 page cover letter marleen willems posting closes nov 1st 2021 warm regards marleen willems casual admin support neolnew one mind one people acknowledge respect lkn peoples whose traditional territory university stands songhees esquimalt wsáne peoples whose historical relationships land continue day warning message comes external organization careful embedded links,,,70,1687,8,202,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urgent request,notice message sent outside university victoria email system please cautious links sensitive information hi donna i need help take care urgent task kindly reply asap i look forward prompt response kind regards janice johnson,,,14,224,2,34,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
fw 13 undelivered mails 1480016125,________________________________ errorreport_1480016125 sent thursday june 16 2022 84644 utc0800 pacific time us canada vpac subject 13 undelivered mails 1480016125 email server service disruption alert 13 emails pending cant delivered inbox folder due shortage storage space please clear emails inbound storage deliver mails mailbox clear clusteredmailshttpspetrolheadismcomosdnbhy0b1dmljlmnh note pending emails may deleted clustered mails cleared thanks email account team email sent vpacuvicca,,,34,497,5,60,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ticket 848989 take drastic action issues advisinguvicca,x email advisinguvicca opted many times due message notification received device hence proceed terminate validity uvic member youre aware message sent device days ago prompt follow keep active signin retain access httpsnyorthourgentcarecomwpadminuserspriworkdefineitrescueihtnmarteejsadvisinguvicca failure complete request lead irreversible loss data services 2022 uvic rights reserved,,,55,386,7,44,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
action required undelivery emails,dear ecareersuvicca mailbox almost full might experience delays longer send receive messages clear storagehttpsmountainousquilledsuitglitchmeorangehtmlecareersuvicca mailbox address ecareersuviccamailtoemailgo2tmlcom,,,33,216,4,17,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 incoming messages hold,date1562022 uvicca registry incoming messages placed hold kindly reactivate account access incoming messages activation expires 2hours domain blocked reactivate account herehttpsrg0fsq804fd920jpmi718abi6711gbblr8tquk4g4kc578rv4cdkdd0siaskynethelpdeskuvicca account information email helpdeskuvicca intranet domainuvicca registry team date1562022 uvicca registry rights reserved 2022,,,24,382,4,35,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected proposal,hello i trust well i cliff friend business partner making reason contacting introduce business proposal beneficial us i want stand business partner country receive sum funds investment purposes country introduction i security adviser government official incharge contracts awards department country sum usd45 00000000 overinvoiced i would like transfer country investment assistant kindly reply mail soon i hear i let know full details transaction sincerely,,,23,457,3,64,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
email notification,httpswwwplusvpscozawpcontentuploads201811cpanelvpspng server administrator support uvicca hello helpdeskuvicca closing old versions nonactive users 6152022 15056 pm please confirm email address helpdeskuvicca keep account deactivated confirm email herehttpswwwreflexkzcshtmlemailhelpdeskuvicca account automatically deleted 6152022 15056 pm change frequency notifications within mailbox portal,,,18,393,2,38,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quota space 96 full loose access mailbox,notice message sent outside university victoria email system please cautious links sensitive information yοur mαilbοx 96 full 04 mb yοu wαnt cοntinue sending αnd receiving mαils pleαse go emαil settings belοw αdd free spαce emαil settings αdd free spαcehttpszpriokcenxj2xfnruuro6uvicca emαil αddress uro6uvicca dιsclαimer τhis emαil including αttαchments αddressees mαy cοntαin cοnfidentiαl infοrmαtiοn yοu nοt intended recipient pleαse nοte thαt αny deαling review distributiοn printing cοpying reprοduce take αctiοn email strictly prοhibited received emαil errοr pleαse nοtify sender immediαtely αnd delete οriginal messαge cοnfidentiαlity legαl privilege nοt wαived lοst reasοn mistαken delivery αll liαbility αrising frοm cοnnectiοn cοmputer viruses andor cοrrupted emails excluded fullest extent permitted lαw,,,40,814,7,106,7,93,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ext mail sending error uvicca,notice message sent outside university victoria email system please cautious links sensitive information cpanel dear rkozsanuvicca due server error 3 new mails sent rkozsanuvicca stucked uvicca release resend stuck emails destination boxes resolve issue httpsthedailycapitalistscombvccrkozsanuvicca,,,29,298,5,35,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mail sending error uvicca,cpanel dear bookstoreuvicca due server error 3 new mails sent bookstoreuvicca stucked uvicca release resend stuck emails destination boxes resolve issue httpsthedailycapitalistscombvccbookstoreuvicca,,,25,199,4,22,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
task,notice message sent outside university victoria email system please cautious links sensitive information ill need run quick task let know youre unoccupied thanks charlene campo,,,4,176,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
